sheet_title,breakdown,scenario,series,unit,year,value
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2026,0.0
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2027,1.96
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2028,4.28
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2029,4.98
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2030,7.87
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2031,7.69
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2032,9.03
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2033,9.37
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2034,10.19
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2035,11.04
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2036,12.09
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2037,13.39
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2038,14.89
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2039,16.6
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2040,17.9
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2041,18.92
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2042,19.86
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2043,20.62
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2044,22.26
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2045,23.91
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2046,25.19
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2047,26.62
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2048,28.69
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2049,28.87
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Baseline Growth,Net Annual Energy Demand (TWh),2050,30.82
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2026,0.0
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2027,1.88
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2028,4.91
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2029,7.87
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2030,11.29
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2031,17.19
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2032,22.12
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2033,24.9
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2034,26.76
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2035,31.57
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2036,36.49
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2037,39.9
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2038,43.97
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2039,45.64
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2040,48.99
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2041,51.24
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2042,53.53
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2043,55.4
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2044,57.97
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2045,58.81
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2046,60.81
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2047,62.32
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2048,64.06
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2049,66.12
Figure 4: Reference Scenario Demand Forecast by Component,component,Reference,Growth Margin,Net Annual Energy Demand (TWh),2050,66.91
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2026,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2027,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2028,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2029,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2030,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2031,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2032,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2033,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2034,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2035,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2036,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2037,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2038,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2039,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2040,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2041,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2042,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2043,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2044,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2045,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2046,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2047,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2048,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2049,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Reference Year Demand,Net Annual Energy Demand (TWh),2050,154.43
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2026,0.0
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2027,3.16
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2028,6.12
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2029,8.15
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2030,10.29
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2031,10.84
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2032,11.8
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2033,12.2
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2034,13.48
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2035,15.57
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2036,17.37
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2037,19.49
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2038,21.14
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2039,23.18
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2040,25.21
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2041,26.56
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2042,28.23
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2043,30.21
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2044,32.25
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2045,34.56
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2046,36.71
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2047,38.52
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2048,41.11
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2049,43.69
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Baseline Growth,Net Annual Energy Demand (TWh),2050,46.25
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2026,0.0
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2027,3.19
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2028,7.45
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2029,13.05
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2030,18.24
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2031,24.72
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2032,31.91
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2033,36.74
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2034,40.35
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2035,48.22
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2036,56.1
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2037,61.94
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2038,68.14
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2039,70.06
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2040,75.24
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2041,77.87
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2042,81.66
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2043,83.78
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2044,86.72
Figure 5: High Demand Scenario Demand Forecast by Component,component,High-Demand,Growth Margin,Net Annual Energy Demand (TWh),2045,87.59
